Pool No.,No,ID,Title,Author,VIS Presenting Year,Year,Keywords,Abstract,DOI,Location,application-focused,user-involved,evaluation-included,evaluation,case study related,design study,Assignment,Manual filtering,"Final Check: Keep-1,Drop-0",A1-Domain (Primary),A1-Domain (Secondary),A1-Domain (Manual labelling),A2-Data-Driven,C-Evaluation mentioned in Contribution,D-Separate section to describe evaluation practices ,D1-Study Protocol included,E-Domain requirements & tasks mentioned,E1- Domain experts involvement in shaping the requirements & tasks,F-Application implementation described,G-Domain integration,AI-related: VIS application for AI,AI-related: AI enhancing VIS tools,AR/VR/XR-related,N.O.Sessions,Total No. of participant,Participant type (a),Number (a),Participant type (b),Number (b),UWP : Understand environments and work prctices,VDAR: Visual data analysis and reasoning,CTV: Evaluate communication through visualization,CDA: Evaluate collaborative data analysis,UP: User performance,UE: User experience,AP: Algorithm performance,QRI: Qualitative result inspection,*ESG: Evaluate Scalibility and Generalizability,*EUV: Extened User Validation,Observation,Workshop,Focus group,Think-aloud protocol,Interview,Survey & Questionnaire,Task-based evaluation (Ql),User Interaction with the tool,Content analysis,Expert/user feedback,Case study,Controlled experiments,A/B testing,Performance evaluation,Task-based evaluation (Qn),User behavior analysis,At which stage,Iterative refinement,Others,Comments
,,2022J022,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2. domain user,80,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4. After the deployment,0,,
,,2022J022,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2. domain user,14,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4. After the deployment,0,,
505,178,2022J028,NAS-Navigator: Visual Steering for Explainable One-Shot Deep Neural Network Synthesis,"Tyagi, Anjul and Xie, Cong and Mueller, Klaus",2022,2023,Artificial neural networks;Computer architecture;Visual analytics;Deep learning;Training;Human in the loop;Search problems;Deep Learning;Neural Network Architecture Search;Visual Analytics;Explainability,"The success of DL can be attributed to hours of parameter and architecture tuning by human experts. Neural Architecture Search (NAS) techniques aim to solve this problem by automating the search procedure for DNN architectures making it possible for non-experts to work with DNNs. Specifically, One-shot NAS techniques have recently gained popularity as they are known to reduce the search time for NAS techniques. One-Shot NAS works by training a large template network through parameter sharing which includes all the candidate NNs. This is followed by applying a procedure to rank its components through evaluating the possible candidate architectures chosen randomly. However, as these search models become increasingly powerful and diverse, they become harder to understand. Consequently, even though the search results work well, it is hard to identify search biases and control the search progression, hence a need for explainability and human-in-the-loop (HIL) One-Shot NAS. To alleviate these problems, we present NAS-Navigator, a visual analytics (VA) system aiming to solve three problems with One-Shot NAS; explainability, HIL design, and performance improvements compared to existing state-of-the-art (SOTA) techniques. NAS-Navigator gives full control of NAS back in the hands of the users while still keeping the perks of automated search, thus assisting non-expert users. Analysts can use their domain knowledge aided by cues from the interface to guide the search. Evaluation results confirm the performance of our improved One-Shot NAS algorithm is comparable to other SOTA techniques. While adding Visual Analytics (VA) using NAS-Navigator shows further improvements in search time and performance. We designed our interface in collaboration with several deep learning researchers and evaluated NAS-Navigator through a control experiment and expert interviews.",10.1109/TVCG.2022.3209361,,TRUE,TRUE,TRUE,T,,F,C2,KEEP,1,1. AI (Machine Learning/Deep Learning/Data Mining),,xai,1,1,1,1,1,1,1,1,1,0,0,2,16,2. domain user,10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4. After the deployment,0,,
,,2022J028,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1. domain expert,3,2. domain user,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,4. After the deployment,0,,
506,179,2022J029,HetVis: A Visual Analysis Approach for Identifying Data Heterogeneity in Horizontal Federated Learning,"Wang, Xumeng and Chen, Wei and Xia, Jiazhi and Wen, Zhen and Zhu, Rongchen and Schreck, Tobias",2022,2023,Data models;Analytical models;Distributed databases;Training;Federated learning;Data visualization;Convergence;Federated learning;data heterogeneity;cluster analysis;visual analysis,"Horizontal federated learning (HFL) enables distributed clients to train a shared model and keep their data privacy. In training high-quality HFL models, the data heterogeneity among clients is one of the major concerns. However, due to the security issue and the complexity of deep learning models, it is challenging to investigate data heterogeneity across different clients. To address this issue, based on a requirement analysis we developed a visual analytics tool, HetVis, for participating clients to explore data heterogeneity. We identify data heterogeneity through comparing prediction behaviors of the global federated model and the stand-alone model trained with local data. Then, a context-aware clustering of the inconsistent records is done, to provide a summary of data heterogeneity. Combining with the proposed comparison techniques, we develop a novel set of visualizations to identify heterogeneity issues in HFL. We designed three case studies to introduce how HetVis can assist client analysts in understanding different types of heterogeneity issues. Expert reviews and a comparative study demonstrate the effectiveness of HetVis.",10.1109/TVCG.2022.3209347,,TRUE,TRUE,TRUE,,T,F,C2,KEEP,1,1. AI (Machine Learning/Deep Learning/Data Mining),,,1,1,1,1,1,1,1,1,1,0,0,2,3,1. domain expert,3,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4. After the deployment,0,,
,,2022J029,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5. no participant,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4. After the deployment,0,,
509,180,2022J031,MetaGlyph: Automatic Generation of Metaphoric Glyph-based Visualization,"Ying, Lu and Shu, Xinhuan and Deng, Dazhen and Yang, Yuchen and Tang, Tan and Yu, Lingyun and Wu, Yingcai",2022,2023,Data visualization;Visualization;Semantics;Layout;Authoring systems;Task analysis;Shape;Glyph-based visualization;metaphor;machine learning;automatic visualization,"Glyph-based visualization achieves an impressive graphic design when associated with comprehensive visual metaphors, which help audiences effectively grasp the conveyed information through revealing data semantics. However, creating such metaphoric glyph-based visualization (MGV) is not an easy task, as it requires not only a deep understanding of data but also professional design skills. This paper proposes MetaGlyph, an automatic system for generating MGVs from a spreadsheet. To develop MetaGlyph, we first conduct a qualitative analysis to understand the design of current MGVs from the perspectives of metaphor embodiment and glyph design. Based on the results, we introduce a novel framework for generating MGVs by metaphoric image selection and an MGV construction. Specifically, MetaGlyph automatically selects metaphors with corresponding images from online resources based on the input data semantics. We then integrate a Monte Carlo tree search algorithm that explores the design of an MGV by associating visual elements with data dimensions given the data importance, semantic relevance, and glyph non-overlap. The system also provides editing feedback that allows users to customize the MGVs according to their design preferences. We demonstrate the use of MetaGlyph through a set of examples, one usage scenario, and validate its effectiveness through a series of expert interviews.",10.1109/TVCG.2022.3209447,,TRUE,TRUE,TRUE,T,T,F,C2,DROP,0,,,,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,181,2022J032,Dashboard Design Patterns,"Bach, Benjamin and Freeman, Euan and Abdul-Rahman, Alfie and Turkay, Cagatay and Khan, Saiful and Fan, Yulei and Chen, Min",2022,2023,Visualization;Data visualization;Conferences;Guidelines;Encoding;Task analysis;Monitoring;Dashboards;Design Patterns;Data Visualization;Storytelling;Visual Analytics;Qualitative Evaluation;Education,"This paper introduces design patterns for dashboards to inform dashboard design processes. Despite a growing number of public examples, case studies, and general guidelines there is surprisingly little design guidance for dashboards. Such guidance is necessary to inspire designs and discuss tradeoffs in, e.g., screenspace, interaction, or information shown. Based on a systematic review of 144 dashboards, we report on eight groups of design patterns that provide common solutions in dashboard design. We discuss combinations of these patterns in â€œdashboard genresâ€ such as narrative, analytical, or embedded dashboard. We ran a 2-week dashboard design workshop with 23 participants of varying expertise working on their own data and dashboards. We discuss the application of patterns for the dashboard design processes, as well as general design tradeoffs and common challenges. Our work complements previous surveys and aims to support dashboard designers and researchers in co-creation, structured design decisions, as well as future user evaluations about dashboard design guidelines. Detailed pattern descriptions and workshop material can be found online: https://dashboarddesignpatterns.github.io",10.1109/TVCG.2022.3209448,,TRUE,TRUE,TRUE,T,T,F,C2,DROP,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022J033,A Framework for Multiclass Contour Visualization,"Li, Sihang and Yu, Jiacheng and Li, Mingxuan and Liu, Le and Zhang, Xiaolong Luke and Yuan, Xiaoru",2022,2023,Data visualization;Visualization;Filling;DSL;Domain specific languages;Task analysis;Image color analysis;Contour;multiclass visualization;visualization framework;domain-specific language;visualization design,"Multiclass contour visualization is often used to interpret complex data attributes in such fields as weather forecasting, computational fluid dynamics, and artificial intelligence. However, effective and accurate representations of underlying data patterns and correlations can be challenging in multiclass contour visualization, primarily due to the inevitable visual cluttering and occlusions when the number of classes is significant. To address this issue, visualization design must carefully choose design parameters to make visualization more comprehensible. With this goal in mind, we proposed a framework for multiclass contour visualization. The framework has two components: a set of four visualization design parameters, which are developed based on an extensive review of literature on contour visualization, and a declarative domain-specific language (DSL) for creating multiclass contour rendering, which enables a fast exploration of those design parameters. A task-oriented user study was conducted to assess how those design parameters affect users' interpretations of real-world data. The study results offered some suggestions on the value choices of design parameters in multiclass contour visualization.",10.1109/TVCG.2022.3209482,,TRUE,TRUE,TRUE,,T,F,C1,DROP-empirical study,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,182,2022J039,Exploring Interactions with Printed Data Visualizations in Augmented Reality,"Tong, Wai and Chen, Zhutian and Xia, Meng and Lo, Leo Yu-Ho and Yuan, Linping and Bach, Benjamin and Qu, Huamin",2022,2023,Data visualization;Task analysis;Augmented reality;Affordances;Three-dimensional displays;Navigation;Human computer interaction;Interaction design;augmented reality;paper interaction;tangible user interface;printed data visualization,"This paper presents a design space of interaction techniques to engage with visualizations that are printed on paper and augmented through Augmented Reality. Paper sheets are widely used to deploy visualizations and provide a rich set of tangible affordances for interactions, such as touch, folding, tilting, or stacking. At the same time, augmented reality can dynamically update visualization content to provide commands such as pan, zoom, filter, or detail on demand. This paper is the first to provide a structured approach to mapping possible actions with the paper to interaction commands. This design space and the findings of a controlled user study have implications for future designs of augmented reality systems involving paper sheets and visualizations. Through workshops ($\mathrm",10.1109/TVCG.2022.3209386,,TRUE,TRUE,TRUE,,T,F,C1,DROP-theory,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022J034,BeauVis: A Validated Scale for Measuring the Aesthetic Pleasure of Visual Representations,"He, Tingying and Isenberg, Petra and Dachselt, Raimund and Isenberg, Tobias",2022,2023,Visualization;Particle measurements;Data visualization;Atmospheric measurements;Instruments;Systematics;Usability;Aesthetics;aesthetic pleasure;validated scale;scale development;visual representations,"We developed and validated a rating scale to assess the aesthetic pleasure (or beauty) of a visual data representation: the BeauVis scale. With our work we offer researchers and practitioners a simple instrument to compare the visual appearance of different visualizations, unrelated to data or context of use. Our rating scale can, for example, be used to accompany results from controlled experiments or be used as informative data points during in-depth qualitative studies. Given the lack of an aesthetic pleasure scale dedicated to visualizations, researchers have mostly chosen their own terms to study or compare the aesthetic pleasure of visualizations. Yet, many terms are possible and currently no clear guidance on their effectiveness regarding the judgment of aesthetic pleasure exists. To solve this problem, we engaged in a multi-step research process to develop the first validated rating scale specifically for judging the aesthetic pleasure of a visualization (osf.io/fxs76). Our final BeauVis scale consists of five items, â€œenjoyable,â€ â€œlikable,â€ â€œpleasing,â€ â€œnice,â€ and â€œappealing.â€ Beyond this scale itself, we contribute (a) a systematic review of the terms used in past research to capture aesthetics, (b) an investigation with visualization experts who suggested terms to use for judging the aesthetic pleasure of a visualization, and (c) a confirmatory survey in which we used our terms to study the aesthetic pleasure of a set of 3 visualizations.",10.1109/TVCG.2022.3209390,,TRUE,TRUE,FALSE,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022J035,Photosensitive Accessibility for Interactive Data Visualizations,"South, Laura and Borkin, Michelle A.",2022,2023,Data visualization;Recording;Image color analysis;Videos;Testing;Visualization;Epilepsy;accessibility;photosensitive epilepsy;photosensitivity;interaction;data visualization,"Accessibility guidelines place restrictions on the use of animations and interactivity on webpages to lessen the likelihood of webpages inadvertently producing sequences with flashes, patterns, or color changes that may trigger seizures for individuals with photosensitive epilepsy. Online data visualizations often incorporate elements of animation and interactivity to create a narrative, engage users, or encourage exploration. These design guidelines have been empirically validated by perceptual studies in visualization literature, but the impact of animation and interaction in visualizations on users with photosensitivity, who may experience seizures in response to certain visual stimuli, has not been considered. We systematically gathered and tested 1,132 interactive and animated visualizations for seizure-inducing risk using established methods and found that currently available methods for determining photosensitive risk are not reliable when evaluating interactive visualizations, as risk scores varied significantly based on the individual interacting with the visualization. To address this issue, we introduce a theoretical model defining the degree of control visualization designers have over three determinants of photosensitive risk in potentially seizure-inducing sequences: the size, frequency, and color of flashing content. Using an analysis of 375 visualizations hosted on bl.ocks.org, we created a theoretical model of photosensitive risk in visualizations by arranging the photosensitive risk determinants according to the degree of control visualization authors have over whether content exceeds photosensitive accessibility thresholds. We then use this model to propose a new method of testing for photosensitive risk that focuses on elements of visualizations that are subject to greater authorial control - and are therefore more robust to variations in the individual user - producing more reliable risk assessments than existing methods when applied to interactive visualizations. A full copy of this paper and all study materials are available at https://osf.io/8kzmg/.",10.1109/TVCG.2022.3209359,,TRUE,TRUE,FALSE,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022J036,Unifying Effects of Direct and Relational Associations for Visual Communication,"Schoenlein, Melissa A. and Campos, Johnny and Lande, Kevin J. and Lessard, Laurent and Schloss, Karen B.",2022,2023,Image color analysis;Data visualization;Semantics;Encoding;Visualization;Color;Observers;Visual reasoning;information visualization;colormap data visualizations;visual encoding;color cognition,"People have expectations about how colors map to concepts in visualizations, and they are better at interpreting visualizations that match their expectations. Traditionally, studies on these expectations (inferred mappings) distinguished distinct factors relevant for visualizations of categorical vs. continuous information. Studies on categorical information focused on direct associations (e.g., mangos are associated with yellows) whereas studies on continuous information focused on relational associations (e.g., darker colors map to larger quantities; dark-is-more bias). We unite these two areas within a single framework of assignment inference. Assignment inference is the process by which people infer mappings between perceptual features and concepts represented in encoding systems. Observers infer globally optimal assignments by maximizing the â€œmerit,â€ or â€œgoodness,â€ of each possible assignment. Previous work on assignment inference focused on visualizations of categorical information. We extend this approach to visualizations of continuous data by (a) broadening the notion of merit to include relational associations and (b) developing a method for combining multiple (sometimes conflicting) sources of merit to predict people's inferred mappings. We developed and tested our model on data from experiments in which participants interpreted colormap data visualizations, representing fictitious data about environmental concepts (sunshine, shade, wild fire, ocean water, glacial ice). We found both direct and relational associations contribute independently to inferred mappings. These results can be used to optimize visualization design to facilitate visual communication.",10.1109/TVCG.2022.3209443,,TRUE,TRUE,FALSE,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,183,2022J040,PuzzleFixer: A Visual Reassembly System for Immersive Fragments Restoration,"Ye, Shuainan and Chen, Zhutian and Chu, Xiangtong and Li, Kang and Luo, Juntong and Li, Yi and Geng, Guohua and Wu, Yingcai",2022,2023,Three-dimensional displays;Visualization;Shape;Manuals;Faces;Optimization;Cultural differences;Immersive visualization;interactive exploration;fragment reassembly;cultural heritage,"We present PuzzleFixer, an immersive interactive system for experts to rectify defective reassembled 3D objects. Reassembling the fragments of a broken object to restore its original state is the prerequisite of many analytical tasks such as cultural relics analysis and forensics reasoning. While existing computer-aided methods can automatically reassemble fragments, they often derive incorrect objects due to the complex and ambiguous fragment shapes. Thus, experts usually need to refine the object manually. Prior advances in immersive technologies provide benefits for realistic perception and direct interactions to visualize and interact with 3D fragments. However, few studies have investigated the reassembled object refinement. The specific challenges include: 1) the fragment combination set is too large to determine the correct matches, and 2) the geometry of the fragments is too complex to align them properly. To tackle the first challenge, PuzzleFixer leverages dimensionality reduction and clustering techniques, allowing users to review possible match categories, select the matches with reasonable shapes, and drill down to shapes to correct the corresponding faces. For the second challenge, PuzzleFixer embeds the object with node-link networks to augment the perception of match relations. Specifically, it instantly visualizes matches with graph edges and provides force feedback to facilitate the efficiency of alignment interactions. To demonstrate the effectiveness of PuzzleFixer, we conducted an expert evaluation based on two cases on real-world artifacts and collected feedback through post-study interviews. The results suggest that our system is suitable and efficient for experts to refine incorrect reassembled objects.",10.1109/TVCG.2022.3209388,,TRUE,TRUE,TRUE,T,,F,C1,KEEP,1,11. Humanities and social sciences,,cultural heritage,0,1,1,1,1,1,1,1,0,0,1,1,6,1. domain expert,6,,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4. After the deployment,0,,
520,184,2022J041,Effects of View Layout on Situated Analytics for Multiple-View Representations in Immersive Visualization,"Wen, Zhen and Zeng, Wei and Weng, Luoxuan and Liu, Yihan and Xu, Mingliang and Chen, Wei",2022,2023,Layout;Data visualization;Three-dimensional displays;Visualization;Task analysis;Data analysis;Prototypes;Situated analytics;multiple-view representations;view layout;immersive visualization,"Multiple-view (MV) representations enabling multi-perspective exploration of large and complex data are often employed on 2D displays. The technique also shows great potential in addressing complex analytic tasks in immersive visualization. However, although useful, the design space of MV representations in immersive visualization lacks in deep exploration. In this paper, we propose a new perspective to this line of research, by examining the effects of view layout for MV representations on situated analytics. Specifically, we disentangle situated analytics in perspectives of situatedness regarding spatial relationship between visual representations and physical referents, and analytics regarding cross-view data analysis including filtering, refocusing, and connecting tasks. Through an in-depth analysis of existing layout paradigms, we summarize design trade-offs for achieving high situatedness and effective analytics simultaneously. We then distill a list of design requirements for a desired layout that balances situatedness and analytics, and develop a prototype system with an automatic layout adaptation method to fulfill the requirements. The method mainly includes a cylindrical paradigm for egocentric reference frame, and a force-directed method for proper view-view, view-user, and view-referent proximities and high view visibility. We conducted a formal user study that compares layouts by our method with linked and embedded layouts. Quantitative results show that participants finished filtering- and connecting-centered tasks significantly faster with our layouts, and user feedback confirms high usability of the prototype system.",10.1109/TVCG.2022.3209475,,TRUE,TRUE,TRUE,,T,F,C1,DROP-design study,0,,,,1,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,185,2022J043,VACSEN: A Visualization Approach for Noise Awareness in Quantum Computing,"Ruan, Shaolun and Wang, Yong and Jiang, Weiwen and Mao, Ying and Guan, Qiang",2022,2023,Quantum computing;Qubit;Visualization;Logic gates;Quantum algorithm;Quantum circuit;Reliability;Data visualization;quantum computing;noise awareness,"Quantum computing has attracted considerable public attention due to its exponential speedup over classical computing. Despite its advantages, today's quantum computers intrinsically suffer from noise and are error-prone. To guarantee the high fidelity of the execution result of a quantum algorithm, it is crucial to inform users of the noises of the used quantum computer and the compiled physical circuits. However, an intuitive and systematic way to make users aware of the quantum computing noise is still missing. In this paper, we fill the gap by proposing a novel visualization approach to achieve noise-aware quantum computing. It provides a holistic picture of the noise of quantum computing through multiple interactively coordinated views: a Computer Evolution View with a circuit-like design overviews the temporal evolution of the noises of different quantum computers, a Circuit Filtering View facilitates quick filtering of multiple compiled physical circuits for the same quantum algorithm, and a Circuit Comparison View with a coupled bar chart enables detailed comparison of the filtered compiled circuits. We extensively evaluate the performance of VACSEN through two case studies on quantum algorithms of different scales and in-depth interviews with 12 quantum computing users. The results demonstrate the effectiveness and usability of VACSEN in achieving noise-aware quantum computing.",10.1109/TVCG.2022.3209455,,TRUE,TRUE,TRUE,T,T,F,C1,KEEP,1,4. Computer networks and security,,quantum computing,0,1,1,1,1,1,1,1,0,0,0,2,17,2. domain user,5,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1. Before the deployment (General),1,,
,,2022J043,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2. domain user,12,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,4. After the deployment,0,,
528,186,2022J044,D-BIAS: A Causality-Based Human-in-the-Loop System for Tackling Algorithmic Bias,"Ghai, Bhavya and Mueller, Klaus",2022,2023,Measurement;Visualization;Mathematical models;Human in the loop;Distortion;Data models;Machine learning algorithms;Algorithmic Fairness;Causality;Debiasing;Human-in-the-loop;Visual Analytics,"With the rise of AI, algorithms have become better at learning underlying patterns from the training data including ingrained social biases based on gender, race, etc. Deployment of such algorithms to domains such as hiring, healthcare, law enforcement, etc. has raised serious concerns about fairness, accountability, trust and interpretability in machine learning algorithms. To alleviate this problem, we propose D-BIAS, a visual interactive tool that embodies human-in-the-loop AI approach for auditing and mitigating social biases from tabular datasets. It uses a graphical causal model to represent causal relationships among different features in the dataset and as a medium to inject domain knowledge. A user can detect the presence of bias against a group, say females, or a subgroup, say black females, by identifying unfair causal relationships in the causal network and using an array of fairness metrics. Thereafter, the user can mitigate bias by refining the causal model and acting on the unfair causal edges. For each interaction, say weakening/deleting a biased causal edge, the system uses a novel method to simulate a new (debiased) dataset based on the current causal model while ensuring a minimal change from the original dataset. Users can visually assess the impact of their interactions on different fairness metrics, utility metrics, data distortion, and the underlying data distribution. Once satisfied, they can download the debiased dataset and use it for any downstream application for fairer predictions. We evaluate D-BIAS by conducting experiments on 3 datasets and also a formal user study. We found that D-BIAS helps reduce bias significantly compared to the baseline debiasing approach across different fairness metrics while incurring little data distortion and a small loss in utility. Moreover, our human-in-the-loop based approach significantly outperforms an automated approach on trust, interpretability and accountability.",10.1109/TVCG.2022.3209484,,TRUE,TRUE,TRUE,T,T,F,C1,KEEP,1,1. AI (Machine Learning/Deep Learning/Data Mining),,,0,1,1,1,1,0,1,1,1,0,0,3,10,2. domain user,10,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4. After the deployment,0,,
530,187,2022J045,A Unified Comparison of User Modeling Techniques for Predicting Data Interaction and Detecting Exploration Bias,"Ha, Sunwoo and Monadjemi, Shayan and Garnett, Roman and Ottley, Alvitta",2022,2023,Data models;Prediction algorithms;Analytical models;Hidden Markov models;Visual analytics;Task analysis;Predictive models;Visual Analytics;Analytic Provenance;User Interaction Modeling;Machine Learning;Benchmark Study,"The visual analytics community has proposed several user modeling algorithms to capture and analyze users' interaction behavior in order to assist users in data exploration and insight generation. For example, some can detect exploration biases while others can predict data points that the user will interact with before that interaction occurs. Researchers believe this collection of algorithms can help create more intelligent visual analytics tools. However, the community lacks a rigorous evaluation and comparison of these existing techniques. As a result, there is limited guidance on which method to use and when. Our paper seeks to fill in this missing gap by comparing and ranking eight user modeling algorithms based on their performance on a diverse set of four user study datasets. We analyze exploration bias detection, data interaction prediction, and algorithmic complexity, among other measures. Based on our findings, we highlight open challenges and new directions for analyzing user interactions and visualization provenance.",10.1109/TVCG.2022.3209476,,TRUE,TRUE,TRUE,T,T,F,C1,DROP-evaluation,0,,,,,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,188,2022J048,FoVolNet: Fast Volume Rendering using Foveated Deep Neural Networks,"Bauer, David and Wu, Qi and Ma, Kwan-Liu",2022,2023,Rendering (computer graphics);Image reconstruction;Visualization;Data visualization;Kernel;Image quality;Deep learning;Volume data;volume visualization;deep learning;foveated rendering;neural reconstruction,"Volume data is found in many important scientific and engineering applications. Rendering this data for visualization at high quality and interactive rates for demanding applications such as virtual reality is still not easily achievable even using professional-grade hardware. We introduce FoVolNetâ€”a method to significantly increase the performance of volume data visualization. We develop a cost-effective foveated rendering pipeline that sparsely samples a volume around a focal point and reconstructs the full-frame using a deep neural network. Foveated rendering is a technique that prioritizes rendering computations around the user's focal point. This approach leverages properties of the human visual system, thereby saving computational resources when rendering data in the periphery of the user's field of vision. Our reconstruction network combines direct and kernel prediction methods to produce fast, stable, and perceptually convincing output. With a slim design and the use of quantization, our method outperforms state-of-the-art neural reconstruction techniques in both end-to-end frame times and visual quality. We conduct extensive evaluations of the system's rendering performance, inference speed, and perceptual properties, and we provide comparisons to competing neural image reconstruction techniques. Our test results show that FoVolNet consistently achieves significant time saving over conventional rendering while preserving perceptual quality.",10.1109/TVCG.2022.3209498,,TRUE,TRUE,TRUE,T,,F,C1,DROP-algorithm,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,189,2022J049,GRay: Ray Casting for Visualization and Interactive Data Exploration of Gaussian Mixture Models,"Lawonn, Kai and Meuschke, Monique and Eulzer, Pepe and Mitterreiter, Matthias and Giesen, Joachim and GÃ¼nther, Tobias",2022,2023,Data visualization;Statistics;Gaussian mixture model;Task analysis;Visualization;Three-dimensional displays;Shape;Scientific visualization;Gaussian mixture models;ray casting;volume visualization,"The Gaussian mixture model (GMM) describes the distribution of random variables from several different populations. GMMs have widespread applications in probability theory, statistics, machine learning for unsupervised cluster analysis and topic modeling, as well as in deep learning pipelines. So far, few efforts have been made to explore the underlying point distribution in combination with the GMMs, in particular when the data becomes high-dimensional and when the GMMs are composed of many Gaussians. We present an analysis tool comprising various GPU-based visualization techniques to explore such complex GMMs. To facilitate the exploration of high-dimensional data, we provide a novel navigation system to analyze the underlying data. Instead of projecting the data to 2D, we utilize interactive 3D views to better support users in understanding the spatial arrangements of the Gaussian distributions. The interactive system is composed of two parts: (1) raycasting-based views that visualize cluster memberships, spatial arrangements, and support the discovery of new modes. (2) overview visualizations that enable the comparison of Gaussians with each other, as well as small multiples of different choices of basis vectors. Users are supported in their exploration with customization tools and smooth camera navigations. Our tool was developed and assessed by five domain experts, and its usefulness was evaluated with 23 participants. To demonstrate the effectiveness, we identify interesting features in several data sets.",10.1109/TVCG.2022.3209374,,TRUE,TRUE,TRUE,T,,F,C1,DROP-algorithm,0,,,,1,1,1,1,1,1,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022J049,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022J049,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,190,2022J053,GenoREC: A Recommendation System for Interactive Genomics Data Visualization,"Pandey, Aditeya and L'Yi, Sehi and Wang, Qianwen and Borkin, Michelle A. and Gehlenborg, Nils",2022,2023,Data visualization;Genomics;Bioinformatics;Task analysis;Recommender systems;Visualization;Knowledge based systems;genomics;visualization;recommendation systems;data;tasks,"Interpretation of genomics data is critically reliant on the application of a wide range of visualization tools. A large number of visualization techniques for genomics data and different analysis tasks pose a significant challenge for analysts: which visualization technique is most likely to help them generate insights into their data? Since genomics analysts typically have limited training in data visualization, their choices are often based on trial and error or guided by technical details, such as data formats that a specific tool can load. This approach prevents them from making effective visualization choices for the many combinations of data types and analysis questions they encounter in their work. Visualization recommendation systems assist non-experts in creating data visualization by recommending appropriate visualizations based on the data and task characteristics. However, existing visualization recommendation systems are not designed to handle domain-specific problems. To address these challenges, we designed GenoREC, a novel visualization recommendation system for genomics. GenoREC enables genomics analysts to select effective visualizations based on a description of their data and analysis tasks. Here, we present the recommendation model that uses a knowledge-based method for choosing appropriate visualizations and a web application that enables analysts to input their requirements, explore recommended visualizations, and export them for their usage. Furthermore, we present the results of two user studies demonstrating that GenoREC recommends visualizations that are both accepted by domain experts and suited to address the given genomics analysis problem. All supplemental materials are available at https://osf.io/y73pt/.",10.1109/TVCG.2022.3209407,,TRUE,TRUE,TRUE,,T,F,C1,KEEP,1,2. Biology and life sciences,,geomics,0,1,1,1,1,1,1,1,0,0,0,3,18,1. domain expert,5,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4. After the deployment,0,,
